no,raw_tweet,clean_tweets,sentiment_label,,,Kolum,Deskripsi,
563,"Bukan ngegosip, ini namanya well-informed","['bukan ngegosip, ini namanya berpengetahuan luas']",isi ini,,,,,
564,"daripada gue terpapar toxicity, ikut2an ngeluh, makin merasa hidup itu penuh beban (well, everyone has their own battles to fight), mending gue uninstall aja. sesimple itu guys. intinya: be kind to your mind","['daripada saya terpapar toksisitas, ikut-ikutan mengeluh, makin merasa hidup itu penuh beban ( baik, setiap orang memiliki pertempuran sendiri untuk dilawan ), mending saya uninstall saja. semudah itu kawan. intinya: berbaik hatilah dengan pikiran anda']",isi ini,,,,,
565,"@jeffriwprasetya Jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. But yeah, who cares? Aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda...Well. Not here, Jeff..(@jeffriwprasetya)","['@jeffriwprasetya jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. tapi ya, siapa peduli? aku tidak terlalu memikirkannya. karena sekarang dia menatapku dengan intensi berbeda. baik. tidak di sini, jeff. (@jeffriwprasetya)']",isi ini,,,,,
566,Now they drag byeonggyu as well... (ku udah nguwatirin circle nya jonghyun dari jjy kena),['sekarang mereka menyeret byeonggyu juga. ( ku sudah khawatirkan kelompok nya jonghyun dari jjy kena )'],isi ini,,,,,
567,"Pagi2 semangatt naik kereta ke jakarta, buat take video dll. Nyampe jakarta malah sakid perut :')..Samyang! You broke my heart so well :'''')","[""pagi-pagi semangat naik kereta ke jakarta, buat ambil video dll. sampai jakarta malah sakit perut :'). samyang! kamu menghancurkan hatiku dengan sangat baik :'''')""]",isi ini,,,,,
568,"@tanya2rl Sakit nder. Soalnya semarah apapun atau sesantai apapun mamahku ga pernah segitunya sih..Tapi ya balik lagi ke keadaan keluarga masing masing, kalau kamu okay dan mamahmu selow. Ya why not?","['@tanya2rl sakit nder. soalnya semarah apapun atau sesantai apapun mamaku tidak pernah segitunya sih. tapi ya balik lagi ke keadaan keluarga masing-masing, kalau kamu oke dan mamamu santai. ya kenapa tidak?']",isi ini,,,,,
569,@ranggaramadita You're not alone. W jg salah satu org yg pada akhirnya lebih nyaman sendiri karna terlalu lelah dikecewakan oleh society. Mungkin taraf kecewanya w for some ppl udh sampe taraf lo mau ngapain aja bodo amat anjng w udh kagak peduli lg mau die jg bodo amat.,['@ranggaramadita kamu tidak sendiri. saya juga salah satu orang yang pada akhirnya lebih nyaman sendiri karena terlalu lelah dikecewakan oleh masyarakat. mungkin taraf kecewanya saya untuk beberapa orang sudah sampai taraf kamu mau ngapain saja bodoh amat anjng saya sudah tidak peduli lagi mau mati juga bodo amat.'],isi ini,,,,,
570,"Earlier, when I was on my way home from, the ojol driver suddenly ask me out of nowhere: ""Mas, suka bola ga?""..And surprisingly, I was capable to give bare-minimum banters like:..""Oh Indonesia main lawan mana?""..""Emang kualifikasi piala apa?""..""Wah lawan Thailand ya, susah tuh""","['sebelumnya, ketika saya sedang dalam perjalanan pulang dari, pengemudi ojol tiba-tiba tanya saya entah dari mana: "" mas, suka bola tidak? "". dan yang mengejutkan, saya mampu memberikan senda gurau minimal seperti:. "" oh indonesia main lawan mana? "". "" emang kualifikasi piala apa? "". "" wah lawan thailand ya, susah tuh""']",isi ini,,,,,
571,"@zarazettirazr Nanggung lah...bikin survey koq not realistic, sekalian aja 100%","['@zarazettirazr tanggung lah. bikin survei kok tidak realistik, sekalian aja 100%']",isi ini,,,,,
572,"@18autobase perusahaan besar itu maksudku perusahaan yg udh well established kyk toko atau resto yg di mall2 gitu (kawan lama, mcd, pizza hut, matahari, dll). klo punya pengalaman kerja kamu bs msk perusahaan itu lbh mudah, disana jelas kerjanya apa, gajinya brp, dan ada tunjangan kesehatan","['@18autobase perusahaan besar itu maksudku perusahaan yang sudah mapan seperti toko atau resto yg di mall-mall gitu (kawan lama, mcd, pizza hut, matahari, dll). kalau punya pengalaman kerja kamu bisa masuk perusahaan itu lebih mudah, di sana jelas kerjanya apa, gajinya berapa, dan ada tunjangan kesehatan']",isi ini,,,,,
573,@kookojar_ ;; Get well really soon Koko  banyak banyak istirahat ya Koooo!,['@kookojar_ ; cepat sehat koko banyak-banyak istirahat ya koo!'],isi ini,,,,,
574,"@Iyaaaar @kharisaurus first of all, semua lahir dengan perangai baik. semua bergantung kepada dirinya. mau lingkungan seburuk apapun, mau keluarga seburuk apapun, if they have well self-control/self-filter they'll be a good person. it depends on them. mau jadi orang seperti apa mereka ke depannya.","['@Iyaaaar @kharisaurus pertama-tama, semua lahir dengan perangai baik. semua bergantung kepada dirinya. mau lingkungan seburuk apapun, mau keluarga seburuk apapun, mereka memiliki kontrol diri/filter diri mereka akan menjadi orang yang baik. itu tergantung mereka. mau jadi orang seperti apa mereka ke depannya.']",isi ini,,,,,
575,"@huraibiza @detikcom Gw ga ikutin gimana kasus mereka, yg gw tau selintas mereka cerai tapi tetap harmonis dan anaknya tetap merasakan kasih sayang kedua orang tuanya sekaligus, contoh yg baik. .Broken Home Is Not Broken Kids kl kata Deddy Corbuzier","['@huraibiza @detikcom saya tidak ikutin gimana kasus mereka, yang saya tahu selintas mereka cerai tapi tetap harmonis dan anaknya tetap merasakan kasih sayang kedua orang tuanya sekaligus, contoh yg baik. rumah tangga yang rusak bukan berarti anak yang rusak kalau kata deddy corbuzier']",isi ini,,,,,
576,"Need to get some sleep, but then hasrat dan keinginan untuk modeling jauh lebih tinggi dari pada kebutuhan untuk tidur. DOSA APA INI MULES BGT PERUT WAAAA","['perlu tidur, tapi kemudian hasrat dan keinginan untuk pemodelan jauh lebih tinggi dari pada kebutuhan untuk tidur. dosa apa ini mules sangat perut saya']",isi ini,,,,,
577,"I'm at McDonald's in Jakarta Timur, DKI Jakarta https://t.co/UA1AjVJj5I","[""saya ada di mcdonald's di jakarta timur, dki jakarta https://t.co/UA1AjVJj5I""]",isi ini,,,,,
578,@BiGTiViCare siang mau tanya channel HBO HD nya ke mana ya? Tq pls reply,['@BiGTiViCare siang mau tanya saluran hbo hd nya kemana ya? terima kasih tolong balas'],isi ini,,,,,
579,@__chocoluv Dia: I'm ok without you *lol,['@__chocoluv Dia: saya oke tanpa kamu *lol'],isi ini,,,,,
580,Some countries banned their airlines from using B737 Max 8 but not in US. Pahem sih Boeing lahir disono tapi yhaaa... nyawa orang gitu,['beberapa negara melarang maskapai mereka menggunakan b737 max 8 tapi tidak di us. paham sih boeing lahir di sana tapi yhaa. nyawa orang begitu'],isi ini,,,,,
581,@korantempo mungkin sama komen nya dia waktu dapet gelar santri trus gak lama jd ulama... it's not a good example definitely.,['@korantempo mungkin sama komen nya dia waktu dapat gelar santri terus tidak lama jadi ulama. itu bukan contoh yang baik.'],isi ini,,,,,
582,"@SK_Football hahaha Salah has been selfish and greedy, unsur-unsur muslim yg baik sudah tergerus pada diri salah akibat sombong dan gapernah selebrasi sujud lagi @faathurmuhammad @irsyadnawawa","['@SK_Football hahaha salah sudah egois dan serakah, unsur-unsur muslim yang baik sudah tergerus pada diri salah akibat sombong dan tidak pernah selebrasi sujud lagi @faathurmuhammad @irsyadnawawa']",isi ini,,,,,
583,Woohoo! Finally MRT Jakarta Is HERE! Abis ini transportasi umum di jakarta makin gampang deh! Inget banget dulu awal kerja pilihannya cuma bisa naik trans jakarta/ kopaja/ metromini &... https://t.co/0a5K8vlzrn,['woohoo! akhirnya mrt jakarta ada di sini! habis ini transportasi umum di jakarta makin gampang deh! ingat sangat dulu awal kerja pilihannya cuma bisa naik trans jakarta / kopaja / metromini &. https://t.co/0a5K8vlzrn'],isi ini,,,,,
584,TIX ID ini semacam nomat a.k.a nonton hemat is back but in digital way. Kmrn cuma top up 50rb buat nonton pas di Solo kepake cuma 28rb. Td iseng liat jadwal film Us dan ternyata saldo masih cukup. Lgsg sikatlah.,['tix id ini semacam nomat a.k.a nonton hemat kembali tetapi dengan cara digital. kemarin cuma isi 50rb buat tonton pas di solo kepakai cuma 28rb. tadi iseng lihat jadwal film us dan ternyata saldo masih cukup. langsung sikatlah.'],isi ini,,,,,
585,"Dahal yg butuh die,yg ga ontime juga die. Yodehlah bye motherfucker i'm going to sleep egen","['padahal yang butuh dia, yang tidak tepat waktu juga dia. yaudala selamat tinggal keparat saya mau tidur lagi']",isi ini,,,,,
586,"Well guys, semesta selalu adil untuk memutar roda kehidupanmu. Biar kamu inget apa aja yang pernah kamu lakuin dulu, mungkin sekarang adalah salah satu balasannya...","['baik kawan, semesta selalu adil untuk memutar roda kehidupanmu. biar kamu ingat apa aja yang pernah kamu lakukan dulu, mungkin sekarang adalah salah satu balasannya.']",isi ini,,,,,
587,"Bonus foto sama Pak Arief Wijaya my former supervisor yang di research gate punya 38 jurnal paper dan tiap aku email hasil kerjaan selalu dibales ""Thank you Indi, very well appreciated""  https://t.co/pIoH4WtrPj","['bonus foto sama pak arief wijaya mantan atasan saya yang di research gate punya 38 makalah jurnal dan tiap aku email hasil kerjaan selalu dibalas ""terima kasih indi, sangat dihargai""  https://t.co/pIoH4WtrPj']",isi ini,,,,,
588,"Apalagi?  Kalo godain orang lain? Well, aku posesif. Rio punyaku. ..Sama...kalo susah dikasitau. Disuruh demi kebaikannya, malah.. https://t.co/0tJEPtgnWY","['apalagi? kalau godain orang lain? baik, aku posesif. rio punyaku. sama. kalau susah dikasih tau. disuruh demi kebaikannya, malah. https://t.co/0tJEPtgnWY']",isi ini,,,,,
589,@BadmintonTalk Well.. sudah berusaha meskipun banyak bola out dan tidak menyebrang. Come back stronger bro,['@BadmintonTalk baik. sudah berusaha meskipun banyak bola keluar dan tidak menyebrang. kembali dengan lebih kuat kawan'],isi ini,,,,,
590,"@luthfitriana @cak_iwan Itulah makanya jangan gampang digoreng sama media atau meme ga penting, terjun langsung dan tanyakan opini mereka yang terkait langsung... ..**spread the positive vibes not hoax","['@luthfitriana @cak_iwan itulah makanya jangan gampang digoreng sama media atau meme tidak penting, terjun langsung dan tanyakan opini mereka yang terkait langsung. * sebarkan suasana positif bukan hoax']",isi ini,,,,,
591,"@womanfeeds Gw lebih parah nder, setangan2 smpe ke punggung tangan ngelopek kering gtu, rajinin pke vaseline yg petreleum(or whatever) jelly nder..it works well on me so far","['@womanfeeds saya lebih parah nder, setangan-tanga sampai ke punggung tangan ngelopek kering begitu, rajin pakai vaseline yg petreleum (atau apapun) jelly nder. itu bekerja sangat baik pada saya']",isi ini,,,,,
592,"Mumpung belum terlambat mas, suka terhadap sesuatu benci terhadap sesuatu, janganlah membongkar aib yg sudah meninggal. Go back, tidak usah urusin itu politik, hidupmu hanya sekali, use it well.","['mumpung belum terlambat mas, suka terhadap sesuatu benci terhadap sesuatu, janganlah membongkar aib yang sudah meninggal. kembali, tidak usah urusin itu politik, hidupmu hanya sekali, gunakan sebaik-baiknya.']",isi ini,,,,,
593,Udh episode 4 tp ini masih abu2 bgt.Hadehh inilah disaat gw ga suka drama on going  https://t.co/aFP4WKToxO,['sudah episode 4 tapi ini masih abu-abu sangat. aduh inilah disaat saya tidak suka drama sedang berlangsung  https://t.co/aFP4WKToxO'],isi ini,,,,,
594,When your friend is your HR in office..: Kamu ulang tahun ya?.: Kata siapa?.: Kata data karyawan...Lha iya bener juga..??? Apa yang bisa aku umpetin dari kamoh sist @_cahayabulan ?? *sungkem*,['ketika teman kamu ada di kantor hr.: kamu ulang tahun ya?.: kata siapa?.: kata data karyawan. lha iya benar juga.? Apa yang bisa aku umpetin dari kamu saudara @_cahayabulan ? *sungkem*'],isi ini,,,,,
595,"It's not that hard ka, nanti juga terlewati :)","['tidak sesulit itu kak, nanti juga terlewati :)']",isi ini,,,,,
596,"Buka ig terus di suggested for you ada nama mantan,,hmm kenapa harus muncul sih","['buka ig terus di saran untuk kamu ada nama mantan, hmm kenapa harus muncul sih']",isi ini,,,,,
597,"yaiyalah, klo ditembk mah bisa mati :v but rezeki pantang ditolak  https://t.co/c8nAIFDIgg","['yaiyalah, kalau ditembak mah bisa mati :v tapi rezeki pantang ditolak https://t.co/c8nAIFDIgg']",isi ini,,,,,
598,"@raninrainy Been there before. Gapapa kak, emg itu benteng pertahanan kita drpd kitati sama org yg salah??","['@raninrainy sudah di sana sebelumnya. tidak apa apa kak, memang itu benteng pertahanan kita daripada kitati sama orang yang salah??']",isi ini,,,,,
599,"Katanya sih perempuan bakal demen banget sama laki-laki yang ""loves his mom a lot and doing everythings for his mom"", and But the reality ...... Aku lagi mimpi di siang bolos... hahaha..Bangun bangun dasar pemalas!!!","['katanya sih perempuan bakal suka sangat sama laki-laki yang "" sangat mencintai ibunya dan melakukan segalanya untuk ibunya "", tapi kenyatannya. aku lagi mimpi di siang bolos. hahaha. bangun-bangun dasar pemalas!']",isi ini,,,,,
600,Tentara yang suka ngedip....Well well.. https://t.co/IalFmzxteK,['tentara yang suka kedip. baik baik. https://t.co/IalFmzxteK'],isi ini,,,,,
601,"@askmenfess Get well soon sender  ak pernah ada di posisi kamu, sering deh.","['@askmenfess semoga cepat sembuh pengirim aku pernah ada di posisi kamu, sering deh.']",isi ini,,,,,
602,"Buka earphone eh dengar suara hujaaaaaan, sleep well","['buka earphone eh dengar suara hujan, tidur nyenyak']",isi ini,,,,,
603,"Papa ku kira selama ini gue lg un, so he acted all supportive and nice, and he found out that i'm just having an usbn(and it's ofc a big deal but not as big as un &gt; menurut papa)jadi kembali lah papaku menjadi normal lg dgn tidak peduli nilaiku yg penting aku adalah anak yg baik","['papaku kira selama ini saya lagi un, jadi dia bertindak suportif dan baik, dan dia tahu bahwa aku hanya mengikuti usbn (dan itu bukan masalah besar tapi tidak sebesar un &gt; menurut papa ) jadi kembali lah papaku menjadi normal lagi dengan tidak peduli nilaiku yang penting aku adalah anak yang baik']",isi ini,,,,,
604,@azodalex79 never mind i'm find some one like you......bisa jadi malah semakin membuat seseorang percaya diri dan strong loh brothe,['@azodalex79 sudahlah saya menemukan sesorang seperti kamu. bisa jadi malah semakin membuat seseorang percaya diri dan kuat loh kawan'],isi ini,,,,,
605,"@YaoiSociety Lo udah pilih jalan lo jangan disesalin. Well this is life and you need to choose. Bagaimanapun hubungan kalian bisa dibilang toxic karena you already knew he has another lover and that's not you. Mantan lo cuma mau drama, nambah bumbu-bumbu cinta kamu. that's bullshit you know","['@YaoiSociety kamu sudah pilih jalan kamu jangan disesalin. baik ini kehidupan dan kamu harus memilih. bagaimanapun hubungan kalian bisa dibilang racun karena kamu juga tau dia sudah punya kekasih lain dan dia bukan kamu. mantan kamu cuma mau drama, nambah bumbu-bumbu cinta kamu. itu omong kosong loh']",isi ini,,,,,
606,@seduhrasa Well cobaanya bs baik buruk ko?? : -),['@seduhrasa baik cobaanya bisa baik buruk ko? :-)'],isi ini,,,,,
607,Well...Gw ganti sprei sebulan sekali. Trus ganti baju tidur tiap 3X pakai sih. Entah kenapa sama kayak isi artikelnya. ..But i always keep my bed clean! https://t.co/2V1WVwdsqk,['baik. saya ganti seprai sebulan sekali. terus ganti baju tidur tiap 3X pakai sih. entah kenapa sama seperti isi artikelnya. tapi saya selalu bersihkan tempat tidur saya! https://t.co/2V1WVwdsqk'],isi ini,,,,,
608,4 tahun lalu he said  aku gak akan jadi budak korporat!! .Well well well,['4 tahun lalu dia mengatakan aku tidak akan jadi budak korporat! . baik baik baik'],isi ini,,,,,
609,"Akutuh yg semacem feels tired dan gak bisa on going with situation like this, tapi pengen hangout to anywhere.","['akutu yang semacam merasa capai dan tidak bisa lanjut dengan situasi seperti ini, tapi ingin jalan-jalan ke mana saja.']",isi ini,,,,,
610,@ainiiiy_ waaah seneng banget nemu yg sepemikiran gini hahaaa am not the one,['@ainiiiy_ waah seneng sangat ketemu yang sepemikiran begini hahaa aku bukan yang pertama'],isi ini,,,,,
611,"@mhswara_ WKWKW. Terus ngape? Kicep bat kek putri malu. We've been through sukarno, through suharto. Kalo pun yg ditakuti benar terbukti, ngapain takut. Lawan. Kalo cuma takut si ono kepilih, Itumah lu mau enaknya doang.","['@mhswara_ wkwkw. terus kenapa? diam sangat seperti putri malu. kami sudah melalui sukarno, melalui suharto. kalau pun yang ditakuti benar terbukti, ngapain takut. lawan. kalau cuma takut si ono kepilih, itumah kamu mau enaknya doang.']",isi ini,,,,,
612,"When atasan terbaek lu pindah ke area lain, tapi atasan terngeselin lu dulu malah balik lagi kesini. .Kenapa ga pindah2 itu orang","['ketika atasan terbaik kamu pindah ke area lain, tapi atasan terngeselin kamu dulu malah balik lagi kesini. kenapa tidak pindah-pindah itu orang']",isi ini,,,,,
613,"""Kegenitan generasi tua"" wow jadi lu bilang gw genit? Well at least some generation can take jokes...but maybe not you","['"" kegenitan generasi tua "" wow jadi kamu bilang saya genit? baik setidaknya beberapa generasi paham candaannya. tapi mungkin tidak kamu']",isi ini,,,,,
614,Ada ribut2 apa ini? #BiroJomblo #LoveStory ..Need some friends who are willing to send me memes on daily basis  https://t.co/srVtqxAbPl,['ada ribut-ribut apa ini? #BiroJomblo #LoveStory . perlu beberapa teman yang bersedia mengirimi saya meme setiap hari https://t.co/srVtqxAbPl'],isi ini,,,,,
615,"Well, tiap orang bisa berubah kapan aja. Apalagi faktor yg mendorong perubahan itu rasa kecewa. Jan harap semua bisa sama kek sebelumnya~","['baik, tiap orang bisa berubah kapan saja. apalagi faktor yang mendorong perubahan itu rasa kecewa. jangan harap semua bisa sama kayak sebelumnya~']",isi ini,,,,,
616,"More than 3 years ago, i suggested my client to do some activity. Sedia sepeda di area Sudirman, bisa dipake dengan cara nukerin botol minuman (produk dia) kosong sbg pembayaran. Tentu g diapprove. Guess what, skrg healthy lifestyle lagi in dan penyewaan sepeda beneran ada.","['lebih dari 3 tahun lalu, saya menyarankan klien saya untuk melakukan beberapa aktivitas. sedia sepeda di area sudirman, bisa dipakai dengan cara nukerin botol minuman ( produk dia ) kosong sebagai pembayaran. tentu tidak diterima. coba tebak, sekarang gaya hidup sehat lagi masuk dan penyewaan sepeda benaran ada.']",isi ini,,,,,
617,@dhonamss Ada videonya di dispatch? Dia cuma bilang maaf atas ketidaknyamanan ini well hellooo~~~~ gitu doang.,['@dhonamss ada videonya di dispatch? dia cuma bilang maaf atas ketidaknyamanan ini baik halo~ begitu doang.'],isi ini,,,,,
618,"Pts: sy sakit apa dok?.Me: infeksi.Pts: gmn spy gk trjadi lg?.Me: infeksi itu bs trjadi krn 3 komponen utama diri ibu, lingkungan, dan ada kumannya (theory of host-agent-environment kicks in).Pts: udh gt aja?.Me:  (Well surprisingly it took me half of my lifetime to learn that)","['pts: saya sakit apa dok?. saya: infeksi. pts: gimana supaya tidak trjadi lagi? . saya: infeksi itu bisa terjadi karena 3 komponen utama diri ibu, lingkungan, dan ada kumannya ( teori host-agent-movement muncul ). pts: sudah gitu saja?. saya: ( yah mengejutkannya saya butuh setengah dari hidup saya untuk belajar itu )']",isi ini,,,,,
619,"@bosswoman_ You're not alone. Chill, ambil data sebulan, ngerjain sebulan. Waktu sisa 4 bulan lebih~~","['@bosswoman_ kamu tidak sendiri. santai, ambil data sebulan, ngerjain sebulan. waktu sisa 4 bulan lebih~']",isi ini,,,,,
620,"@XAGlTTARIA Sebagai seorang bartender, jelas bar merupakan tempat yang paling sering Key datangi. Buktinya, walaupun malam itu Key sedang tidak shift, tetap saja malamnya dia habiskan untuk mengunjungi salah satu bar di Jakarta...Not that she hates it, anyway. Key selalu senang ...","['@XAGlTTARIA sebagai seorang pelayan bar, jelas bar merupakan tempat yang paling sering key datangi. buktinya, walaupun malam itu key sedang tidak giliran, tetap saja malamnya dia habiskan untuk mengunjungi salah satu bar di jakarta. bukan karena dia membencinya, bagaimanapun. key selalu senang .']",isi ini,,,,,
621,"Masih tetep suka standup comedy. Well..tetep nonton dan tetep suka. Cuma bedanya sekarang ga nonton live. Tp gak berubah kok, tetep support Standup. I can forget some people whose hurt. but from others, i cant forget happiness.","['masih tetap suka standup comedy. baik. tetap nonton dan tetap suka. cuma bedanya sekarang tidak tonton siaran langsung. tapi tidak berubah kok, tetap mendukung standup. saya bisa melupakan beberapa orang yang terluka. tapi dari yang lain, saya tidak dapat melupakan kebahagiaan.']",isi ini,,,,,
622,"Risk comes from not knowing what you are doing  , selamat pagi dan selamat bekerja kembali hari ini . I love monday lah","['risiko datang dari tidak mengetahui apa yang kamu lakukan, selamat pagi dan selamat bekerja kembali hari ini. saya suka senin lah']",isi ini,,,,,
623,"@lionindra Uuuu well written, okeoke ku mulai mengerti sekarang~ terimakasih referensinyaa~ ini tp bru review 1 single ya, yg 1 album ada ga ya dr jurnalruang?","['@lionindra uu ditulis dengan baik, oke-oke ku mulai mengerti sekarang~ terimakasih referensinya~ ini tapi baru ulasan 1 single ya, yang 1 album ada tidak ya dari jurnalruang?']",isi ini,,,,,
624,Benar-benar kepikiran. Ya Allah semoga bai-baik saja agar bisa kembali activity.Get well soon sayang...#HAM911MA HY3818,['benar-benar kepikiran. ya allah semoga baik-baik saja agar bisa kembali beraktifitas. semoga cepat sembuh sayang. #HAM911MA HY3818'],isi ini,,,,,
625,"@jeffriwprasetya ""Awesome"" jawabku tanpa pikir panjang. Well, apa sih yang ada di pikiranku tiap kali melihat Jeffri, standing on stage, playing guitar, and singing? Hot. ..Aku menangkup kedua pipinya dengan tangan, dan tersenyum lebar. ""Congratulations, Enam Hari will be a big hit right after""","['@jeffriwprasetya ""luar biasa"" jawabku tanpa pikir panjang. baik, apa sih yang ada di pikiranku tiap kali melihat jeffri, berada di atas panggung, memainkan gitar, dan menyanyi? seksi. aku menangkup kedua pipinya dengan tangan, dan tersenyum lebar. ""selamat, enam hari akan menjadi hit besar setelahnya""']",isi ini,,,,,
626,"@ShoutOut3Sub ""yaaaaah kok bisa lupa gitu sih? yaah nggak well itu.. kalian berdua ngulang dong...""","['@ShoutOut3Sub ""yaah kok bisa lupa gitu sih? yaah tidak baik itu. kalian berdua mengulang dong.""']",isi ini,,,,,
627,"Mgkn dulu kubu kita pernah di prediksi sprti togel..,yg bicara si nganu......nah lho,..kalo rumus'an gini gmna,...bisa""gondokan seumur hidup x., https://t.co/cGdvhEbkQi","['mungkin dulu kubu kita pernah di prediksi seperti togel., yang bicara si nganu. nah lho,. kalau rumusan begini gimana,. bisa-bisa gondokan seumur hidup kali., https://t.co/cGdvhEbkQi']",isi ini,,,,,
628,The one and only brown jacket. How can I said to you ???..Just wanna play back the time and reconstruct it...Yahh penyesalan selalu datang di akhir..#jaket,['satu-satunya jaket coklat. bagaimana saya bisa berkata seperti kamu ?. hanya ingin memutar waktu dan merekonstruksi itu. yahh penyesalan selalu datang di akhir. #jaket'],isi ini,,,,,
629,"Sepertinya memang saya tidak pernah mencintai seseorang, selain diri saya sendiri. Dan kemungkinan hal ini yang membuat saya tidak pernah benar - benar berjuang untuk pacar - pacar saya dulu. When they asked to break up after we fought, I'll say yes easily.","['sepertinya memang saya tidak pernah mencintai seseorang, selain diri saya sendiri. dan kemungkinan hal ini yang membuat saya tidak pernah benar-benar berjuang untuk pacar-pacar saya dulu. ketika mereka meminta putus setelah kami bertengkar, saya akan mengatakan ya dengan gampang.']",isi ini,,,,,
630,@askmenfess ALL ABOUT K E J U,['@askmenfess semua tentang keju'],isi ini,,,,,
631,"Bye bye my hairs @ Jalan Kebon Jeruk XIII , Jakarta Kota https://t.co/HIpnIF66yu","['selamat tinggal rambutku @ jalan kebon jeruk xiii , jakarta kota https://t.co/HIpnIF66yu']",isi ini,,,,,
632,"I'm his fans, tapi emang kalo dia salah dan kelakuannya begitu dia pantes dapet hukuman yg setimpal, udah gila sih ini dunia kpop","['saya fans nya, tapi emang kalau dia salah dan kelakuannya begitu dia pantas dapat hukuman yang setimpal, sudah gila sih ini dunia kpop']",isi ini,,,,,
633,"#latepostbingits agains~ hehe. Happy weddings mba @PunnyRarasati dan Mas Brata..Hopefully your family be a sakinah, mawadah, and warrahmah.... https://t.co/9he5JKmWEd","['#latepostbingits lagi~ hehe. selamat menikah mbak @PunnyRarasati dan mas brata. semoga keluargamu menjadi sakinah, mawadah, dan warrahmah. https://t.co/9he5JKmWEd']",isi ini,,,,,
634,"@ReyhanIsmail_ Lmao tbh i don't see that sih, agak sama aja","['@ReyhanIsmail_ lmao tbh saya tidak melihat itu sih, agak sama aja']",isi ini,,,,,
635,@jiwajiny Okooo congrats malah gua yang can't hold my tears  alm bapak pasti seneng,['@jiwajiny oke selamat malah saya yang tidak bisa menahan air mata saya alm bapak pasti senang'],isi ini,,,,,
636,When your mom memganut niqa memecahkan segala masalah https://t.co/92sVgD59PJ,['ketika ibu kamu memganut niqa memecahkan segala masalah https://t.co/92sVgD59PJ'],isi ini,,,,,
637,"@educationfess coba mulai dari liat vocab di lagu west, tulis vocabnya. read some books with easy vocab, sumpah it works kl kamu rajin dan niat, aku pub masi proses","['@educationfess coba mulai dari liat kata di lagu barat, tulis katanya. baca beberapa buku dengna kosakata mudah, sumpah berhasil kalau kamu rajin dan niat, aku pun masih proses']",isi ini,,,,,
638,"@jokowi Widiiih..ini admin apa presiden apa capres ngetweet kaya gini . one thing is sure, this guy is battling his own people","['@jokowi widih. ini admin apa presiden apa capres ngetweet seperti begini. satu hal yang pasti, orang ini sedang berjuang melawan bangsanya sendiri']",isi ini,,,,,
639,@Syndical_ist Well gue salah kalimat harusnya sebelum kata ngobrolin gue tambahin BISA,['@Syndical_ist baik saya salah kalimat harusnya sebelum kata ngobrolin saya tambahin bisa'],isi ini,,,,,
640,@indah_sari_aja Agree... Tp apakah mayoritas cewe begitu? Some cowo gak terlalu suka sama cewe yg over posesif :),['@indah_sari_aja setuju. tapi apakah mayoritas cewek begitu? beberapa cowok tidak terlalu suka sama cewek yg terlalu posesif :)'],isi ini,,,,,
641,"Gue jg pernah terganggu dgn kejadian ini  trs gw minta utk ketik lengkap  well setidak nya ""Assalam dongs  https://t.co/bvuPn4HcNO","['saya juga pernah terganggu dengan kejadian ini terus saya minta untuk ketik lengkap baik setidaknya "" Assalam dongs https://t.co/bvuPn4HcNO']",isi ini,,,,,
642,"""Well, karna kita tidur kelamaan jadi bangun kelamaan""..Logika tak berkonklusi","['""baik, karena kita tidur kelamaan jadi bangun kelamaan"". logika tak berkonklusi']",isi ini,,,,,
643,"@Lukman_HARP Sialnya, beneran jadi tambang duit tuh anak2nya..Lalu gen Z jadikan mereka panutan, karena bisa cari uang gampang...Well, mungkin saya terlalu kolot. Tapi ya anak2nya yang masih kecil itu kasian..","['@Lukman_HARP sialnya, benaran jadi tambang duit tuh anak-anaknya. lalu gen z jadikan mereka panutan, karena bisa cari uang gampang. baik, mungkin saya terlalu kolot. tapi ya anak-anaknya yang masih kecil itu kasian.']",isi ini,,,,,
644,"Tenang yan , kalo udah waktunya. Pasti ada yg ngajak lu kok, sesederhana apapun keadaan nya itu akan menjadi yg terbaik...All is well yan , all is well...Jgn lagi menekan dan memaksa siapapun, kasian mereka , itu tidak baik.","['tenang yan , kalau sudah waktunya. pasti ada yg ajak kamu kok, sesederhana apapun keadaannya itu akan menjadi yang terbaik. semuanya baik-baik saja yan, semuanya baik-baik saja. jangan lagi menekan dan memaksa siapapun, kasian mereka, itu tidak baik.']",isi ini,,,,,
645,"@anggrhzlprdhna Golongan? Golongan mana? Saya muslim? Golongan siapa yang anda maksud?..Apakah golongan mereka yang setia dan mengajak orang lain untuk berbuat hina? Mabuk? I'am sorry, i am not like you. Good bye!!","['@anggrhzlprdhna golongan? golongan mana? saya muslim? golongan siapa yang anda maksud?. apakah golongan mereka yang setia dan mengajak orang lain untuk berbuat hina? mabuk? maafkan saya, saya tidak seperti kamu. selamat tinggal!']",isi ini,,,,,
