index,sentimen,Tweet
8647,1,percaya yang sesungguhnya adalah ketika kamu tetap percaya sekalipun sulit dipercaya ri
8649,0,ada baiknya kita tidak ikut2 an latah memposting wajah bunda pasca dianiaya mari kita hormati beliau dan ke 
8650,1,kesempurnaan lelaki bergantung pada sejauh mana perempuan itu memahami dia the end moga moga kita dapat jodoh yg baik aa 
8651,1,aku juga ga sabar pengen berdiri disana sama kamu seperti mereka bahagia 
8654,0,4 tidak hanya itu postingan konyol lainnya mereka sebar di whatsapp group bahwa gempa palu terjadi krn akan diadakan f 
8656,1,hi happy birthday gawan kita thread ahhhhhhhh
8657,0,ini kah orangnya bener gak sih kalo ini aku tau sok chat d sini aja ya pemirsa kita rumpik rumpian aja dah biar rame htt 
8658,0,kolotnya caption kau ni bro kalau dapat isteri yang berkerjaya kita kena tolong dia juga takkan semua benda dia k 
8659,1,bagi sebagian orang menyelesaikan tantangan demi tantangan adalah bentuk pembuktian diri ketika tantangan baru datang maka kamu 
8660,1,bismillah real video cotton face colour harga 44 000 44k box penyimpan kapas ini juga dilengkapi dengan k 
8662,0,dima gue gak berhasil masuk negeri akhirnya masuk swasta tapi emak gue gamau yang ecek ecek biarin mahal yang 
8666,0,terjemaahesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah dan jug 
8668,0,tapi kan prabowo sandi bukan pejabat 
8670,0,ga bener bgt nih seorg wanita ibu dan nenek diperlakukan spt ini 
8677,0,bukan soal manggil sayang doang aduh sungguh ku tak berniat mencela atau memaki tapi kamu itu membela dirinya jelek banget 
8679,0,walaupun masing masing nak kejar kemenangan tak usahlahebar fitnah banyak perkara dasar dan isu yg boleh kita bahaskan 
8682,0,ketika kita hanya dapat mengkritik apa yang dikerjakan oleh orang lain maka berarti kita berada dalam posisi pikiran terlemah te 
8684,0,aku curi sapu tangan cikgu lisa dan aku tipu cikgu kamal yang cikgu lisa bagi hadiah sempena hari jadi dia dan skrg 2 orang a 
8686,0,twips yang baik melihat kerusakan di palu donggala danigi terutama desa2 yg hancur bisa dipastikan warga akan butuh 
8688,1,teacher noriha untuk kita dapatkan kejayaan yang besar kita kena korbankan banyak perkara2 kecil 
8689,0,dan kalau kalah kamu bisa jadi laki laki ngaku kalah dan cari psikiater ndak 
8690,0,bukan benci yang membuat kita menjauh dari orang lain tapi kecewa 
8691,0,pki berteriak maka kyai mana kyainya gubuk2 asrama santri dirusak kasur2 dibakar buku2 santri dibakar habis sarana p 
8692,1,kita kan kembali wkwkwk
8693,0,jangn pernah ambik kesempatan atas org yang ikhlas tolong kita 
8694,1,bahagia adalah milik mereka yang bangga menjadi dirinya sendiri
8695,1,jelingan mata kamu pandangan redup sayu di wajah membuatkan hatiku berbunga menjadikan hariku lebih bermakna aku ingin hidup 100 tahun lagi
8699,0,ada yang ngerep mereka kafir seriously harusnya statement itu lebih nampar dong masa yang dibilang kafir itu 
8700,1,disamping bekerja keras cerdas tuntas kita juga harus bekerja ikhlas karena dengan keikhlasan tersebut kita bisa menerima 
8701,1,dukung dan jaga terus mereka untuk masa depan bukan untuk mencaciemangat boys respect untuk kalian yg habi 
8702,0,suka gemes sama oknum gak bertanggungjawab yg menyebar hoax ditengah kesedihan yg melanda saudara kita hati dl 
8703,0,wkwkwkwk sombong abis kalau lo gak sekolah gak bisa sbm juga kaliekolah aja udah gitu gimana p 
8704,0,kita sering ga sepaham 
8705,1,berkhayal tentang kamu yang masih menjadi urutan teratas dari daftar rinduku 
8708,1,mama belajar rajin2 jadi orang yang baikentiasa tolong orang nanti allah akan tolong kita balik 
8709,1,berjuanglah untuk menghadapi setiap rintangan dan menjadi pribadi yang lebih baik karena akan selalu ada musuh yang siap menjatuh 
8712,1,dear kamu terima kasih
8714,0,taurusi tukang php dan bikin baper anjer ya mereka tuh jago perhatian tarik ulur dan begitu kita s 
8719,1,walau kita disakiti kita tetap tersenyum walau kita dihina kita tetap sabar walau jatuh kita tetap bangun se 
8720,1,tidak ada yang tidak mungkin untuk dilakukan jika kamu tekun dan terus mencoba bniquotes 
8722,1,gapapa ko aku suka kamu apa adanya 
8723,0,berlinang airmata ini menyaksikan saudara kita di belahan bumi sana allah uji dengan ujian yang tak ringan ya all 
8725,1,kitaorg elok jee jawab dulu alhamdulillah dikurniakan nafas lagi sehingga hari ini jangan didik generasi muda menja 
8726,1,jadilah pemaaf agar hati kita menjadi lapang allah aja maha pemaaf masa kita ngga follow tau 
8729,1,sahabatan itu perlu buat tempat curhat seneng2 dan buat hidup lebih asyik tanpa sahabat mungkin hidup kita kesepian mrzprlquotes
8730,1,warga kampung lere palu bersyukur ada relawan fpi yang sigap dan radikal mengevakuasi jenazah kerabat mereka yang menjadi korb 
8731,0,yang melakukan pengeroyokan ini banci padahal ibu nya wanita dimana hati nuraninya coba negeri ini apakah sudah 
8733,0,kita adalah tempat singgah sementara bagi mereka yang datang tapi bukan untuk menetap 
8736,1,tapi syukurnya setelah satu tragedi berantem yang ga di tahan tahan dimana bapak gue sampe nyakitin dir 
8737,0,mereka ini siapa kok berani2 nya main fisik 
8740,1,jangan putus asa atau menyerah dalam menjalani hidup sebab kita punya tuhan yg hidup 
8742,1,mencari kesuksesan dan melewati batasan batasan diri sendiri adalah hal yang wajar namun kesuksesan yang kamu peroleh tentu akan 
8748,0,mau bilang kamu dimana aku mau ketemu bisa aja ngga punya nyali brutal honesty apaan ya resteee mau wassap aja geme 
8749,1,give away bismillah karena abis dapet rejeki aku mau ga in ini maaf ga seberapa caranya follow aku love t 
8750,1,karena itu mari kita bekerja bersama sama untuk menciptakannya 
8752,0,adakalanya kita dihadapkan dengan ketidakmampuan dan membuat diri kita mundur dari tantangan batasan tersebut ada untuk menguji d 
8757,0,daripada hidup cuma dihabisin buat jadi pejuang cinta kenapa ga kamu perjuangkan juga yg satu ini bro graphicdes 
8758,1,gubernur gue 
8760,0,innalillahiwainnailaihirojiun takziah kepada keluarga allahyarham datori wan amizan atas pemergiannya ke rahmatullah sem 
8765,0,rakyat indonesia berduka atas musibah gempa amp tsunamiulteng palu amp donggala juga negara2 di dunia ikut berduka aku mo 
8768,0,isu ini banyak beredar di wag diurabaya walau belum tentu kebenarannya sebaiknya kita waspada jika menerima tamu orang ya 
8773,0,aku sakit hati sama omonganku sendiri apa kabar mereka ya 
8774,0,jangan percaya drama mereka dicka sama om aup itu pernah kumpul kebo dulu 
8775,0,bila ada orang kutuk kita close your ears and don't listen with them and don't argue with them be strong and take c 
8778,0,tolak partai penjual agama dan pendukung teroris 
8781,1,tetapjkw lakukanlah seluruh aktivitas kita dengan penuh cinta dan hanya mengharapkan keridhaan nya sehingga a 
8784,0,demi menjelek2kan fpi kamu ngaku2 warga palu apa itu namanya bukan biadab 
8786,0,anda dan kelompok anda itu hanya ingin menggiring opini seolah pak prabowo amp tim mawar lah yg melakukan pengamanan kepada 13 
8788,1,dekat page jap kan time tu best internet laju boleh google memang kita je asyik menang 
8789,1,yang penting kamu bahagia nggak gitu bahagia itu bareng bareng bukan merelakan salah satu bahagia dia lagi mencoba bo 
8792,1,batik aja butuh perpaduan warna corak untuk bisa menjadi indah masakan kamu gak butuh aku untuk menciptakan keinda 
8793,0,kamu ada affair ya sama twitter kok begituan doang diselamatin 
8800,0,maap ya kita emang bosenan 
8804,1,untuk membantu meringankan kawan kawan kita jurnalis anggota aji palu aji indonesia menggalang bantuan dana dari s 
8805,0,kangen dicariin yg sampe di telfon telfon terus ngomel marahin kita ngomelnya tapi tanda sayang bgt dan khawatir bgt 
8806,1,keluargamu adalah alasan bagi kerja kerasmu maka janganlah sampai engkau menelantarkan mereka karena kerja kerasmu
8807,0,mungkin tidak tapi kalo mereka masih punya rasa malu itu sudah cukup untuk membuat mereka tidak nyaleg lagi
8808,1,i am sure setiap anak ada tanamkan niat dalam diri nak kerja dan nak sara keluarga senangkan ibu bapa pula balas jasa mere 
8810,0,kamu kasian sama mereka mereka yang harus minggir 
8811,1,kita berdoa semuanya agar alat2 berat itu lancar bisa sampai kesini dan kemudian terlihat wajah pak jokowi spt menahan 
8812,0,kok kamu maksa 
8813,1,bersyukurlah atas apa yang tuhan berikan biarkan rasa syukur membuat kita bahagia dan tuhan melipat gandakan kebahagiaan ki 
8814,1,ayat manis before marriage is absolutely cinta murahan mudah ditutur tanpa ikatan sah
8815,0,ini belum seberapa mereka tuh kelakuaan nya ga kayak girlgroup lain 
8818,0,mulut kamu gentong 
8821,0,gak perlu diladeni min iq nya gak nyampek dia yang penting instropeksi kita sendiri 
8822,0,di indonesia cuma ada waktu bagian barat timur tengah nggak ada waktu buat kamu 
8824,0,banyak sekali orang dengan seragam fpi dan ada tulisan yg katanya lambang hti tapi kok gak ada yg demo nyuruh mereka keluar ya 
8825,1,kamu tidak perlu membalas rasa sayangku cukup kamu bahagia saja 
8833,1,mari teguh kan kepribadian kita sebagai bangsa indonesia 
8834,1,allah suruh kita belajar tinggi2 sebab nak kita faham dengan ilmu dan kenal allah tapi orang sekarang belajar tinggi2 seb 
8835,0,hingga saat ini satu juta muslim uighur ditahan di kamp kamp oleh pemerintah komunis china dan kaum liberal diam seribu ba 
8839,0,kamu kalo disuruh milih gimana masa dia aja yang disuruh memilih 
8841,0,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday
8842,0,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i 
8845,0,editannya bagus tapi gak ship mereka tapi b aja sih
8848,1,apapun yg telah kamu lakukan apapun kesalahanmu kamu akan selalu menemukan kata maaf dalam hati seorang ibu mama i love you forever
8849,1,kamu jodoh ku 
8850,1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita dan ciri khas bangsa indonesiaudahka 
8852,0,sorry kung mahal na mahal kita 
8856,0,kita heran ya ma punya apa di omongin orang ngga punya apa apa lebih di omongin orang dapet apa di omongin oran 
8860,1,terimakasih sukses selalu 
8861,0,cara2 menggunakan hoax untuk menebar kebencian pada rezim berkuasa sudah menyerupai yg dilakukan isis diuriah dgn white 
8862,0,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj 
8863,0,baru aku tahu iblis datang dekat kita melalui angin angin yang panas orang sangka duduk condo flat tkde jin iblis masuk 
8865,1,semangat terus pakemoga tuhan selalu memberikan kekuatan dan segala penyakit diangkat amin 
8866,1,rakyat udah pada cerdas mereka tahu mana kritik mana kebencian topiknya selamat kan indonesiaekarang ada bencana 
8869,0,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a 
8870,1,kamu yang menjadi obat di setiap sakitku 
8871,0,goblog kamu 
8872,0,ibundaku bilang menjadi orang jahat itu gampang caranyaakitilah hati orang kemudian cukup minta maaf lalu diamlah 
8874,1,kadang kadang kita perlu terluka demi orang yg kita sayang hm 
8877,1,orde baru tidak menyengsarakan anak bangsa justru mencatat pertumbuhan ekonomi tertinggi selama i 
8878,0,anjir difoto juga mana kamu duduk paling depan lagi anak rajin yaampe jam berapa hari ini kelasnta
8879,1,hmmm kalau cmtu takpela wal mungkin kita boleh belajar utk bina rumah dan tangga hahahhhahahahaha
8885,0,gue ga memungkiri di akar rumput ketidaktahuan dan kenaifan berpikir itu masih banyak yg gue sesali adalah elit terdi 
8887,1,lucuuu kamu 
8888,1,malam ini hujan meteor 100 bintang jatuh per jam permintaanku sama ke semua bintang itu yaitu minta kamu
8894,0,musibah yang menimpa teman teman kita di palu sudah begitu menyakitkan namun mereka tambah lagi rasa sakit kita de 
8895,0,kalau hidup kita belum bener ndapapa karena akan selalu ada orang sok bener yang mbenerin hidup kita 
8896,1,happy birthday semogaa sukses teruss jangan makin tinggi ya nanti aku kelelep kalo deket kamu 
8899,0,percuma bertahan klo tindakan pks telah merusak kepercayaan rakyat daneluruh kesalahan itu adlh ulah d 
8905,0,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya 
8907,0,malang selalu dikucilkan ketika kita belajar salah sedikit dimaki seluruhnya tapi tidak berkaca pada send 
8908,0,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih 
8910,0,janganekali kali melupakanejarah iroekarno presiden pertama republik indonesia mari kita buka kembali catatan p 
8912,1,dengan perempuan perempuan cerdas dan tangguh kita yakin indonesiamaju lebih cepat 
8913,0,hai kak mohon maaf atas kendala yang kamu alami untuk promo yang ada dihopee berlaku secara nasio 
8918,0,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi denganku 
8919,0,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali u 
8920,1,ngakak sumpah moco reply an e erina mereka receh bgttt 
8921,0,kenapa sih kamu manja banged ngomong sama tenggorokan 
8924,0,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu 
8925,0,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen 
8926,1,jadi mulai sekarang kita cari cara bagaimana allah menyukai kita kontribusi oleh buat dapetin dakwah 
8935,0,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr 
8936,0,dapat kabar bencana di palu malah dimanfaatkan oleh org2 yg bermental kriminal untuk menjarah pom bensin toko2 dsb 
8937,1,suka dengan ayat ni rezeki itu datang dari 3 cara datang sebab kamu cari datang sebab allah nak bagi dan datang seb 
8938,1,akhirnya politik kita akur juga
8939,0,kamu nge tweet ginian nggak mesyen aku yang kamu lakuin itu jahat 
8942,1,tapi pernah nyoba yang kue kering sih enak
8943,0,saya selaku admin peleksana event 2tahunipintinioi meminta maaf yang sebesar besarnya untuk anak anak dikarenaka 
8945,0,kamu lebih anjing 
8946,1,apabila kita redha pada sesuatu yang mengecewakan hati kita maka percayalah allah akan mengantikan kekecewaan itu dengan sesu 
8950,1,mari menjadi berkat bagi orang orang di sekitar kita 
8954,0,kamu masih sibuk kapan kembali aku rindu biy
8956,1,semangat ya nder gausah urusin replynya itu hak kamu milih yg terbaikemoga kedepannya otak kamu gak didengkul lagi yha
8957,1,cinta adalah kepercayaan 
8964,0,saking lamanya mengantri dan menunggu orang2 sdh kehilangan senyum mereka 
8965,0,dicariin kamu tuh bikin middyu eonnie emosi aja 
8967,0,sangat menyedihkan demi syahwat kekuasaan arwah pki pun dibangkitkan kembali oleh mereka yg tak mampu bersaing secara sehat 
8968,0,valir tu bikin skill kita ga guna 
8970,1,ah samaa ayo kita berteman
8971,1,nih mereka mau daftar katanya
8972,0,kasihan klub persibnya gara2 ulah suporter mereka jadi kena imbasnya padahal persib lagi menduduki 
8975,0,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas 
8980,0,saya tida akan membalas mereka yg mencoba menghancurkan rumah tangga saya mungkin dengan itu mereka bisa puas da 
8981,0,sbb kamu membosankan
8982,0,jauh dr norma n etika budaya bngsa yg gini kok dibanggakan cntoh yg menghancurkan budaya 
8983,1,tlw bukan prank hahaha benar memiliki rasa kagum ke kamu terlihat pengecut ya hanya bisa melalui base di peruntukkan 
8985,0,kepalaku berat mikirin kamu 
8986,0,pendidikan apa yg diterima mereka yg komennya spt ini kemana perginya moralitaspeechlesspt manusia yg hanya ad 
8989,0,buat kamu yang sedang merindu 
8990,1,dalam keadaan jelek pun kita tetep setia temenan sama lo lay happy birthday 
8994,1,kalau gagal cuba lagi biar selekeh janji otak padu dengan ilmu tetap senyum bila sedih amp sakit sayangkan s 
8995,1,saat kamu memutuskan tuk tetap berjuang dan berdoa maka tuhan akan memeberikanmu kekuatan
8998,1,jangan pernah takut untuk mencoba hal yang baruemua akan terasa ringan jika kita melakukannya dengan ikhlas 
9001,1,rp hei kamu mulai hari ini aku mau jadi sa kamu yaa selamat kamu terpilih hahaha jangan lupa makan ya 
9002,0,berisik bgt anjir 
9003,0,rezim apaan ini makin hancur nkri 
9008,0,jangan sampai kita jadi manusia yang allah kata 'zalim' dalam quran apabila diberi peringatan atau petunjuk manusia 'zalim 
9009,1,jika nanti kamu sudah bahagia tolong beri kabar tentang kebahagiaanmu
9012,0,ptl teruntuk kamu iya kamu yang lagi badmood dr kmrnenyum lagi dong jelek tuh klo cemberut fightingomi 
9014,1,hidup sehat jadi bekal berbuat kebaikan yuk cek kebiasaan sehari hari yg sangat menentukan kesehatan tubuh kita 
9015,0,rlt aku sering diganggu cowok2 dikelas mereka ky tanpa sebab ngatain aku gb k awalnya aku bales balik tp sekar 
9016,0,jangan sepelekan narasi2 hoax dan pembodohan oleh kaum radikal mereka sdh menguasai dunia pendidikan kita 
9020,0,innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa kita percayakan keamananekarang mau l 
9023,0,sedih dan terharu 
9026,0,kamu merusak kebahagiaan seorang anak gadis yang dicintai dan dibesarkan sepenuh hati oleh ayah dan ibunya 
9027,0,saya bingung gimana bisa sih kamu mengasihi tuhan tapi tidak mengasihi sesama manusia 
9033,1,10 pesan bijak pagi ini 1 yang lebih baik daripada moving on adalah moving up yang lebih kuat daripada m 
9034,0,biasalah tu jangan expect mcm mcm nnti kita sedih terima jela dari takda tu huhuhu
9035,0,tidak ada doa mereka selain ucapan ya tuhan kami ampunilah dosa dosa kami dan tindakan tindakan kami yang berlebih lebiha 
9038,1,heh heh heh ngapain sih kamu ngumpet2 makin mirip aja kaya kucing 
9039,0,ketajiran mereka tidak berpengaruh terhadap kehidupan perekonomianku jd skip
9041,1,ga apa2 koq om bos aku malah makasih banget masih smpa 
9045,0,dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda ni ak 
9047,1,sewon masuknya bantulihebenernya wkwkw kalo kamu 
9048,0,semakin kamu menolak kenyataan semakin datang dia tanpa perasaan 
9049,0,hari ke 4 terjadinya gempa dan tsunami di palu kenapa semakinemrawut begini kasihan saudara2 kita dipalu dan d 
9052,1,kawan kau yg ketawa sesame dgn kau yg ade untuk kau when you at your lowest tak menjamin dia tu kwn yg baik jugak belak 
9054,1,terima kasih para nasabah untuk 20 tahun kebersamaan kita 20 tahun bank mandiri terus berkarya membangun negeriaatnya 
9055,1,wkwkwk biasanya gue beli buku cerita cerita nabi abu nawas dongeng buku matematika juga
9056,0,bilangin kamu nakal 
9059,1,bantuan kita mungkin tak bisa memulihkannya seperti sedia kala tapi setidaknya meringankan bebannya dan membuat k 
9064,0,gimana rasanya belum mulai udah dikatain masih belajar udh mau dipatahin kakinya army mah masih baik kita gamau kasi 
9066,0,itula sbb kita terlalu mengikut aliran stereotype yg menjadikan kita kolot dok menunding jari 
9070,1,mashaa allahemoga jabatan yang bapak emban kelak menjadiaksi yang mulia dipersidangan maha dahsyat 
9071,1,cute hanya milik kamu cil
9072,1,kamu kayak baking soda bikin senyumku ikutan mengembang
9073,1,yg penting kita tahu pencapaian diri kita kita tahu kita mampu bahagiakan parents kita dan kita allah penentu segala h 
9074,0,banyak alasan lah udah tinggalin aja cowok mbak berhak dapet yang lebih baik 
9075,0,pki itu fakta pemberontakannya fakta pembunuhannya fakta pelaku sejarahnya semua bicara fakta terkecuali saksi dari pki 
9077,1,sweet moment itu ketika sicowok meluk ceweknya dari belakang sambil bisikin aku gak mau kehilangan kamu 
9079,1,aku mencintaimu karena tidak ada pilihan lain karena aku tidak bisa mencintai orang lain selain kamuecret garden
9080,1,uhm happy ya aku seneng ada kamu 
9082,0,hmm mungkin karena dari diri mereka sendiri ngga ada kemauan untuk berkembang 
9083,0,yang membuat kita sedih adalah melihat orang yang kita sayangi menyayangi orang lain 
9089,1,capricorn tidak perlu menunda nunda hal yg ingin kamu lakukan tekatkan tujuanmu dan niatkan 
9090,1,sahabat yg budiman mari kita hadiri kajian muharram umum dahnil anzarimanjuntake me tema hijrah tempat 
9093,1,saat kamu dikucilkan karena berbuat yang benar ingatlah bahwa selalu ada tuhan yang akan membelamu 
9094,1,dan ingatlah juga tatkala tuhanmu memaklumkanesungguhnya jika kamu bersyukur pasti kami akan menambah nikm 
9095,1,batik harus dilukis agar indah hidup harus kita jalani bersama karena manisnya hidup kita yang lukis haribatiknasional
9096,0,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw
9098,0,maafin aku ya belum bisa lupain kamu 
9101,1,marila kita borong besok hehehehe 
9103,0,mungkin allah nak kita tolong doakan dia sebab itu boleh subur pulak feeling meeling ni salamrindu kuch 
9107,0,upaya pihak tertentu menghalangi hrs ke malaysia karena ketakutan mereka setelah di malaysia hrs masuk ke indonesia pada 
9108,0,siapa tak kesian umur mereka mungkin setaraf abang atau bapa saya mengenangkan mereka tidak kenang budi sebelum ini s 
9112,0,jalan jalan ke belanda beli topi pulangnya mampir ke toko roti aku sakit ngeliat kamu kayak gini move on ke lain hati puisimiris
9114,0,dengan banyaknya syarat kita untuk menikmati hidup dan bersenang senang ya wajar aja tingkat depresi makin tinggi banya 
9115,0,mati kamu sib makanya gausah blagu bilang pucuk dingin
9116,0,sengaja atau tidak akan ada saat dimana kita terjebak oleh kenangan lalu seketika kita merasa kehilang 
9121,0,saya mah kasihan dldgn orang yg gak punya miskin seperti tukang sampah fakir miskin ana 
9123,0,kadang kadang kita kena sorok kesedihan dengan senyuman
9124,1,kita sdh terima sejak kemarin terimakasih banyak bantuannya smg bisa tersalur ke daerah lainnya juga yg terkena musibah 
9125,0,kemana hilangnya kenyamanan kita
9127,0,mangapa kisah kisah penyelamatan yang heroik tidak mendapatkan perhatian dari media ada apa dengan mereka arimacs wilander 
9128,1,perjalanan hidup yang indah adalah ketika kita mampu berbagi bukan menikmatinya sendiri atau bahkan menyombongkan diri lovedino4ever
9129,0,capek juga lihat cara2 mereka seperti begitu 
9132,1,saya bangga melihat goodwill nya presiden kita dlm menangani masalah bencana semoga allah memberikan kesempatan dan merest 
9133,1,setidaknya kamu tahu akan rasaku yg tulus mencintaimu
9144,0,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan 
9147,1,goodlife kamu itu istimewa 
9150,1,jika kamu berdoa jangan meminta kehidupan yang mudah tetapi mintalah kepada tuhan untuk menjadikanmu pribadi yang kuat 
9151,0,duka yang mendalamemoga saudara saudara kita di palu diberikan kekuatan ketabahan dan mari kita membantu dengan da 
9152,0,belajar sampai degree master phd tapi nak hormat mak cik cleaner cuci tandas kolej pun susah bayangkan itu ibu kit 
9153,1,bagusan uname kamu sygeunwoo 
9154,0,cinta itu aneh dan menyakitkan hari ini ngomong aku sayang kamu besok nya udah ngomong aku mau putus dari kamu 
9155,1,dalam hidup kita tidak bisa menang hanya dengan bertahan untuk menang kita harus berjuang
9159,0,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mereka spin jad 
9161,0,wanita menangis bukan sebab mereka lemah namun sebab mereka tak temukan kata untuk ungkapkan perasaan mereka 
9167,1,walaupun ryn ga tau adanya fansbase ini kita tetap support ryn ' rynchibi
9169,0,jaga ya ucapan kamu
9173,0,tidak kamu gimana 
9174,1,pertama kali kita kenal iya sih aku lupa tanggalnya juga harinya yg terus aku ingat hanyalah kejadian manis didalamnya hehe 
9176,0,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 39
9177,0,pas kecil sampe kelas 6 gue dibully verbal sama 2 kakak gue mulai dari olok2an khas buat anak kecil sam 
9180,1,tetaplah menjadi pahlawan bagi korban korban bencana alam mereka membutuhkan bantuan pak dan 
9182,0,kementerian luar negeri turut berbela sungkawa atas musibah gempa bumi dan tsunami di donggala palu dan sekitarnyaemoga 
9183,0,jika kamu tahu sesuatu yang kamu perjuangkan akan tetap berakhir perih bisakah kamu berhenti mengakhiri semuanya 
9192,0,dunia kerja profesional itu memang begitu ya gabisa kita percaya sama semua orang kita harus berdiri di kaki send 
9193,0,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
9194,0,kamu kemana saja sayangku 
9199,0,ya allah jadi inget mantan kenapa kamu ada di timeline aquh
9200,0,ketika koordinasi dan kepemimpinan absent rakyat menjarah kita yg memberikan saran dan kritik terhdp penangana 
9205,1,bagus untuk menyadarkan kita bekalsebelumajaleps12
9209,1,kumaha atuh kita 
9210,1,ga ppa yg penting kita menyayangimu 
9213,1,siapa sahabat kamu mereka yang hadir dalam doa aku dan menghadirkan aku dalam doa mereka 
9215,1,apa yang kamu anggap aneh aku anggap luar biasa 
9216,1,kita beda keyakinan tp kita pertama deket gegara dia interest sm agama yg gue anut dunn 
9218,0,tetiba stress dgn org yg nak kita dgr ckp dia je ikut cara dia pun salah juga 
9223,1,mari kita smakin perbanyak do'a dan dzikirmoga allah snantiasa melindungi kita smua dan kita terhindar d 
9225,1,untuk palu dan donggala mari kita sedikit peduli terhadap saudara kita di palu donggala dan sekitarnya y 
9226,1,jika kamu tak pernah merasakan rasa frustasi jangan harap dirimu merasakan kebahagiaan zico of block b
9232,1,jangan pernah meremehkan diri sendiri jika kamu tidak bahagia dengan hidupmu perbaiki apa yang salah dan teruslah melangkah ds
9233,1,kadang kadang kita cuba jadi terbaik hidup dengan tenang amp aman asingkan diri dari ragam manusia tapi akan ada situa 
9234,0,jangan aku tidak sudi mereka bertemu manusia alay apalagi foto bareng
9236,0,orang bodoh harus sama yang bodoh juga kita harus berusaha ya aoko nakamori
9238,0,ini nih sanksi buat persib kamu setuju gak mojang bujang ozspos 
9239,0,karena mereka kriminal untung masih saya baikin 
9242,1,jadi sesuatu yang menurut kamu baik walopun emang itu hal yang baik belum tentu baik buat orang lain jadi kebaika 
9244,1,kenapa kita kalau gaduh sekejap je dah okayebab kita masih ada rasa sayang 
9247,0,menyedihkan adalah ketika kita sangat merindukan dirinya tapi dia tak menyadarinya
9248,1,sabar ya semoga kamu bahagia 
9249,1,wow
9251,1,kesetiaan sejati bisa berbicara apa yg kamu anggap benar dan apa yg kamu anggap salah jowy blightuikoden 
9252,1,dan sesungguhnya kamu muhammadaw benar benar berbudi pekerti yang agung 68 4 
9253,1,kekayaan dan keindahan batik indonesia perlu kita syukuri dan lestarikan dengan berbagai cara haribatiknasional
9255,0,kamu terus ih aku bosen
9257,1,tidak usah menakuti kelompok manapun justru keadilan yang harus kita tegakkan sebagai persyaratan utama bagi sebuah prose 
9259,1,dan yang paling bikin gue gak brenti senyam senyum sendiri ya mereka berdua karakternya masih berasa oh hae young amp nam 
9261,0,beraninya cuma sama perempuan jeungainglah 
9262,0,wow sekarang saya sedang muak dengan twitter karna isinya kebanyakan melecehkan indomie dengan cara menjadikan indomie 
9263,0,teroris mulai beraksi yg bawah tanah mereka teroris 
9265,0,kalau benar semoga pelaku segera ditangkap amp dihukum dan bu ratna semoga segera membaik kalau tidak benar semo 
9266,0,jenis kebabian apakah ini kamu lihat seperti anjing kawanku kamu sangat berbakat dalam menjadi seo 
9270,1,aamiin semoga saudara2 kita disana diberi ketabahan amp semoga kondisi palu kembali pulih aamiin agnation from bulukumba
9271,1,kalau sayang dia berdoa pada allah minta allah jaga dia untuk kita takdir boleh diubah dengan doa dan usaha minta 
9273,1,seandainya ketemu aku apa yg ingin kamu katakan kamu siapa p haha 
9276,0,antara otak kita yg ganyampe atau emg bahasa dia terlalu tinggi melapaui batas hingga tidak dpt diambil kesimpulan kata2nya 
9278,0,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu 
9279,0,aku juga suka mengkhayal tentangmu jika saja kita bertemu dan membicarakan banyak hal dan kau bertanya kamu tidak sedih 
9281,1,buti nalang ganito ka mahal kaya crush kita e hahahahaha marvin marvin d acebomarvin d acebo acebo 
9282,0,lama2 curiga jg gw 
9283,0,terus emang kamu bener duaduanya bego
